NEWID,Income Class,Education,Division,Family Type,Area Type,QINTRVMO,QINTRVYR,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,NUM_AUTO,NUM_TVAN,OCCUCOD1,OCCUCOD2,MARITAL1,REGION,POPSIZE,CUTENURE,VEHQ,VEHQL,FINCBTXM,INC_RANK,FAM_SIZE,CHILDAGE,PERSLT18,PERSOT64,AS_COMP1,AS_COMP2,AS_COMP3,AS_COMP4,AS_COMP5,FOODCQ,FDAWAYCQ,ALCBEVCQ,RENDWECQ,ALLFULCQ,BBYDAYCQ,TEXTILCQ,FURNTRCQ,APPARCQ,MENBOYCQ,MENSIXCQ,BOYFIFCQ,GRLFIFCQ,CHLDRNCQ,FOOTWRCQ,OTHAPLCQ,TRANSCQ,CARTKNCQ,CARTKUCQ,GASMOCQ,PUBTRACQ,ENTERTCQ,PETTOYCQ,PERSCACQ,READCQ,TOTEXPCQ
4313154,1,10,7,4,1,October,2020,53,50,1,2,1,1,0,1,,,1,3,1,1,2,0,521,0.1086155,3,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313372,2,10,7,8,1,April,2020,70,,2,,1,,0,1,3,,3,3,4,2,1,0,19264,0.2427698,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313373,2,10,7,8,1,July,2020,70,,2,,1,,0,1,3,,3,3,4,2,1,0,19264,0.2546256,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313374,2,10,7,8,1,October,2020,70,,2,,1,,0,1,10,,3,3,4,2,1,0,10035,0.1956813,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313702,7,10,9,8,1,April,2020,56,,2,,1,,0,0,,,4,4,2,4,0,0,8386,0.0381041,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313703,7,10,9,8,1,July,2020,56,,2,,1,,0,0,,,4,4,2,4,0,0,15567.6,0.0251433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313704,7,10,9,8,1,October,2020,56,,2,,1,,0,0,,,4,4,2,2,0,0,1070.2,0.0689491,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313892,3,10,7,7,1,April,2020,35,,2,,1,,0,1,10,,5,3,1,4,1,0,35226.8,0.3884602,4,6,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314044,3,10,8,4,1,October,2020,43,51,1,2,1,1,0,2,12,10,1,4,4,4,2,0,44937.2,0.4975616,5,6,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314422,2,10,6,8,2,April,2020,87,,2,,1,,0,1,,,2,3,4,2,1,0,11362,0.1725089,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314572,2,10,,7,1,April,2020,47,,2,,1,,0,1,13,,5,,5,2,1,0,16725,0.2232151,3,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314573,2,10,,7,1,July,2020,48,,2,,1,,0,1,13,,5,,5,5,1,0,17087.8,0.2319895,3,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314574,7,10,,7,1,October,2020,49,,2,,1,,0,1,,,5,,5,4,1,0,2760,0.1482949,3,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4316124,1,10,7,7,1,October,2020,52,,2,,2,,0,0,,,5,3,4,4,0,0,2871,0.1496767,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317333,3,10,5,2,2,July,2020,26,26,1,2,1,1,0,0,12,,1,3,4,4,0,0,36000,0.4204078,4,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317334,2,10,5,2,2,October,2020,27,26,1,2,1,1,0,0,12,,1,3,4,4,0,0,25000,0.3279854,4,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318592,2,10,1,8,1,April,2020,87,,2,,1,,1,0,,,2,1,2,2,1,0,21535,0.266529,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318593,2,10,1,8,1,July,2020,87,,2,,1,,1,0,,,2,1,2,2,1,0,21535,0.2781522,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318594,2,10,1,8,1,October,2020,87,,2,,1,,1,0,,,2,1,2,2,1,0,23875,0.3129313,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319133,1,10,5,1,1,July,2020,69,73,2,1,1,1,0,1,,,1,3,1,4,1,0,2208,0.1210287,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319134,2,10,5,1,1,October,2020,69,74,2,1,1,1,0,1,,,1,3,1,4,1,0,5600,0.1721732,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319223,7,10,3,9,1,July,2020,25,,1,,4,,1,0,10,,5,2,2,4,1,0,97629.8,0.0539839,5,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319672,5,10,2,9,1,April,2020,36,,1,,1,,0,1,6,,5,1,1,4,1,0,103100,0.7655591,7,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319673,5,10,2,9,1,July,2020,36,,1,,1,,0,1,6,,5,1,1,4,1,0,103100,0.7731473,7,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319674,6,10,2,9,1,October,2020,36,,1,,1,,1,1,11,,5,1,1,4,2,0,295000,0.9682574,7,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320182,7,10,8,4,1,April,2020,63,74,2,1,1,1,0,0,,,1,4,4,1,0,0,47682.4,0.1010477,4,7,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320183,7,10,8,4,1,July,2020,63,74,2,1,1,1,2,1,,,1,4,4,1,3,0,67556.4,0.1082276,4,7,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321333,1,10,2,9,1,August,2020,69,,1,,1,,0,0,,,3,1,2,4,0,0,13865.6,0.0943774,2,7,0,1,2,0,0,0,0,346.6667,86.6667,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570.6
4321984,7,10,,4,1,November,2020,59,57,1,2,1,1,0,2,13,13,1,,5,1,3,0,123825,0.5505891,4,6,1,0,2,1,0,1,0,650,216.6667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0,500,0,113,0,0,0,3972.6333
4322412,7,10,,2,2,May,2020,29,26,1,2,1,1,0,0,1,,1,2,5,2,1,0,82819.4,0.03621,6,1,4,0,1,1,1,0,3,541.6667,0,0,0,0,0,0,0,270,0,0,0,0,54,216,0,66.6667,0,0,0,66.6667,308,200,0,0,6326.2288
4322413,7,10,,2,2,August,2020,29,26,1,2,1,1,0,0,1,,1,2,5,2,1,0,56285.4,0.0367651,6,1,4,0,1,1,1,0,3,563.3333,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6667,0,0,0,66.6667,0,0,0,0,1571.9834
4322414,2,10,,2,2,November,2020,30,27,1,2,1,1,0,0,1,,1,2,5,2,1,0,50796.6,0.3181798,6,1,4,0,1,1,1,2,1,520,86.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6667,0,0,0,66.6667,0,0,0,0,1801.3167
4322812,3,10,8,9,1,May,2020,70,,1,,1,,0,2,,,2,4,4,1,2,0,32300,0.3665356,5,7,2,1,2,1,0,1,1,758.3333,130,0,0,0,0,0,0,400,0,0,0,200,200,0,0,246,0,0,150,0,23,0,46.6667,0,2552.4167
4324842,7,10,7,8,1,May,2020,71,,2,,2,,1,0,10,,2,3,3,2,1,0,50940.6,0.0174781,1,0,0,1,0,1,0,0,0,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,150,0,0,0,1602.9167
4326032,4,10,,3,1,May,2020,44,44,2,1,1,1,0,3,13,13,1,,5,2,3,0,60500,0.576043,5,4,3,0,1,2,1,1,0,845,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,75,0,25,25,33.3333,0,2642
4326404,4,10,5,9,1,November,2020,56,,2,,4,,1,0,10,,2,3,2,1,1,1,56000,0.5711438,3,7,0,0,0,3,0,0,0,975,108.3333,0,0,0,0,0,0,90,0,0,0,0,0,90,0,1379.6667,0,0,120,0,67,28,0,0,4746.3333
4328422,6,10,8,8,1,May,2020,71,,2,,3,,1,0,,,4,4,2,2,1,0,118882.9,0.9046829,1,0,0,1,0,1,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,51,0,108,0,0,0,1440.5
4328423,6,10,8,8,1,August,2020,71,,2,,3,,1,0,,,4,4,2,2,1,0,118882.9,0.9068472,1,0,0,1,0,1,0,0,0,520,86.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,45,0,0,0,0,0,1469.5
4328424,2,10,8,8,1,November,2020,71,,2,,3,,1,0,,,4,4,2,2,1,0,12083.8,0.2949375,1,0,0,1,0,1,0,0,0,303.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,50,0,0,0,0,0,1115.8333
4329764,5,10,7,4,1,November,2020,55,50,1,2,1,1,2,1,10,10,1,3,5,4,3,0,94000,0.7447479,3,7,0,0,1,2,0,0,0,736.6667,173.3333,0,750,0,0,0,0,100,51,51,0,0,0,0,0,149,0,0,60,0,0,0,0,0,3476.6666
4330602,5,10,9,4,1,May,2020,82,87,1,2,1,1,2,0,,,1,4,1,2,2,0,84996,0.6867946,3,7,0,2,2,1,0,0,0,554.6667,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,45,0,0,0,1974.6667
4330603,5,10,9,4,1,August,2020,82,87,1,2,1,1,2,0,,,1,4,1,2,2,0,84996,0.7050934,3,7,0,2,2,1,0,0,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,50,0,0,0,1356.3333
4330604,7,10,9,4,1,November,2020,82,87,1,2,1,1,2,0,,,1,4,1,2,2,0,37737,0.1266067,3,7,0,2,2,1,0,0,0,520,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,50,0,0,0,1647.0333
4330774,3,10,6,9,1,November,2020,20,,2,,1,,1,1,11,,5,3,2,4,2,0,44367,0.4967655,2,0,0,0,1,1,0,0,0,433.3333,130,60,460,0,0,0,0,39.3333,0,0,0,0,0,0,23.3333,150,0,0,100,50,140,140,0,0,2120.5
4330822,4,10,8,6,1,May,2020,43,,1,,1,,3,0,10,,1,4,3,4,3,0,51104.6,0.512368,4,6,1,0,3,1,0,0,0,566.6667,436.6667,60,800,0,0,0,0,26.6667,0,0,0,0,0,0,26.6667,775.6667,0,0,120,14,0,0,26.6667,0,3051.4667
4330823,4,10,8,6,1,August,2020,43,,1,,1,,3,0,10,,1,4,3,4,3,0,50447.6,0.531028,4,6,1,0,3,1,0,0,0,151.6667,21.6667,0,850,0,0,0,0,30,0,0,0,0,0,0,30,143,0,0,120,0,0,0,5,0,1582.25
4330824,3,10,8,6,1,November,2020,43,,1,,1,,1,1,6,,1,4,3,4,2,0,28000,0.3507936,2,5,1,0,2,0,0,0,0,43.3333,0,20,850,0,0,0,0,40,0,0,0,0,0,0,40,86,0,0,80,0,0,0,11.6667,0,1693.8333
4331033,7,10,8,3,1,August,2020,36,35,1,2,1,1,0,2,12,,1,4,4,1,2,0,50656.2,0.2587516,6,4,4,0,1,1,3,1,0,572,52,0,0,60,0,0,800,0,0,0,0,0,0,0,0,350,0,0,250,0,50,0,100,0,3835.4833
4331034,2,10,8,3,1,November,2020,36,35,1,2,1,1,0,2,12,,1,4,4,1,2,0,24993.4,0.3303361,6,4,4,0,1,1,3,1,0,260,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,64,0,10,0,2186.45
4331072,5,10,5,4,1,May,2020,46,45,2,1,1,1,0,3,,12,1,3,2,2,3,0,80800,0.674315,4,6,1,0,3,1,0,0,0,1993.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,0,200,0,68,0,0,0,7332.0833
4331074,5,10,5,4,1,November,2020,47,46,2,1,1,1,0,3,,12,1,3,2,2,3,0,120000,0.8236954,4,6,1,0,3,1,0,0,0,1625,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,500,0,0,0,26.6667,0,5368
4342902,3,10,9,1,1,June,2020,72,77,2,1,4,4,0,0,,,1,4,3,2,0,0,65675.4,0.4900509,2,0,0,2,1,1,0,0,0,899.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,217,0,0,0,10889.3333
4342903,4,10,9,1,1,September,2020,72,77,2,1,4,4,0,0,,,1,4,3,2,0,0,128546.4,0.5061875,2,0,0,2,1,1,0,0,0,1733.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,9730.6667
4342904,7,10,9,1,1,December,2020,72,77,2,1,4,4,0,0,,,1,4,3,2,0,0,33040.8,0.163472,2,0,0,2,1,1,0,0,0,1733.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,208,0,4.6667,0,5078.6667
4342922,4,10,5,1,1,June,2020,64,48,2,1,1,1,0,2,6,6,1,3,1,1,2,0,72523.6,0.6218469,2,0,0,0,1,1,0,0,0,953.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166.6667,0,0,1016.6667,0,180,0,0,0,6781.3333
4342924,7,10,5,1,1,December,2020,64,48,2,1,1,1,0,2,6,8,1,3,1,1,2,0,29766,0.0039492,2,0,0,0,1,1,0,0,0,1524.6667,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6667,0,0,0,0,0,0,0,0,3960.5
4343302,5,10,,4,2,June,2020,47,47,1,2,1,1,0,0,1,,1,2,5,1,1,0,110830.6,0.7956454,5,6,2,0,2,2,0,1,0,1140,533.3333,0,0,0,0,0,0,60,0,0,0,0,0,0,60,333.3333,0,0,0,333.3333,400,400,0,0,6118.4333
4343304,5,10,,4,2,December,2020,47,47,1,2,1,1,0,0,12,,1,2,5,1,1,0,100000,0.7648537,5,6,2,0,2,2,0,1,0,624,104,0,0,0,0,0,0,312,0,0,0,0,0,162,150,333.3333,0,0,0,333.3333,300,300,0,0,4766.3333
4344473,7,10,9,9,1,September,2020,26,,2,,1,,0,1,5,,5,4,2,4,1,0,52023.6,0.0278162,4,1,2,0,1,1,0,1,1,1300,0,0,2400,0,0,0,0,160,0,0,0,0,0,0,160,400,0,0,400,0,0,0,0,0,8609.3244
4347002,2,10,2,1,1,June,2020,60,60,1,2,1,1,0,0,,,1,1,2,4,0,0,16895,0.2227519,2,0,0,0,1,1,0,0,0,572,0,0,1300,0,0,0,1010,507,0,0,0,0,0,279,0,0,0,0,0,0,150,150,0,0,4589
4347003,2,10,2,1,1,September,2020,60,60,1,2,1,1,0,0,,,1,1,2,4,0,0,16895,0.2289151,2,0,0,0,1,1,0,0,0,580.6667,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,60.6667,0,0,0,60.6667,0,0,0,0,3669.3333
4347004,2,10,2,1,1,December,2020,60,60,1,2,1,1,0,0,,,1,1,2,4,0,0,14866,0.2284634,2,0,0,0,1,1,0,0,0,546,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,60,0,0,2881.3333
4349302,1,10,8,5,1,June,2020,57,53,1,2,1,1,1,1,11,5,1,4,2,4,2,0,56343.6,0.0947428,8,7,1,0,3,4,1,0,0,2123.3333,216.6667,0,2533,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,120,0,0,0,0,0,7347.6999
4349303,1,10,8,5,1,September,2020,57,53,1,2,1,1,1,1,11,5,1,4,2,4,2,0,72104.8,0.0983012,8,7,1,0,3,4,1,0,0,2166.6667,0,0,2308,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,426.25,0,0,0,0,0,7262.9001
4349304,3,10,8,5,1,December,2020,58,53,1,2,1,1,1,1,10,5,1,4,2,4,2,0,67080,0.3752337,8,7,1,0,3,4,1,0,0,1490.6667,104,50,2310,0,0,0,0,35,0,0,0,0,0,35,0,1233.6667,0,0,552.6667,0,0,0,0,0,7035.5333
4349932,2,10,2,7,1,June,2020,41,,2,,2,,0,0,,,3,1,1,4,0,0,12792,0.1842879,3,1,2,0,0,1,0,1,1,892.6667,216.6667,0,3000,0,0,0,0,286.6667,0,0,0,0,160,0,126.6667,0,0,0,0,0,257,27,0,0,5095
4349933,2,10,2,7,1,September,2020,41,,2,,2,,0,0,,,3,1,1,4,0,0,12792,0.1927406,3,1,2,0,0,1,0,1,1,1126.6667,0,0,3044,0,0,0,1250,451.3333,0,0,0,58,160,140,93.3333,0,0,0,0,0,285,10,46.6667,0,7228
4349934,7,10,2,7,1,December,2020,41,,2,,2,,0,0,,,3,1,1,4,0,0,4380,0.1682931,3,1,2,0,0,1,0,2,0,1040,0,0,3160,0,0,85,0,315.3333,0,0,0,0,160,0,93.3333,145.3333,0,0,0,145.3333,0,0,153.3333,0,5985
4351223,3,10,5,5,1,September,2020,52,49,2,1,1,1,0,2,10,12,1,3,4,4,2,0,41000,0.4578405,3,0,0,0,2,1,0,0,0,2045.3333,485.3333,0,400,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,6500,100,0,0,0,0,0,10918.3333
4351224,2,10,5,5,1,December,2020,52,49,2,1,1,1,0,2,10,12,1,3,4,4,2,0,19500,0.2733,3,0,0,0,2,1,0,0,0,2166.6667,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,52,0,0,0,0,0,4300.3333
4378202,3,10,4,8,1,July,2020,34,,1,,1,,0,0,11,,5,2,3,5,1,0,35000,0.4067473,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378802,4,10,,4,1,July,2020,44,43,1,2,1,1,0,3,13,13,1,,5,2,3,0,70800,0.6410601,6,6,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378804,4,10,,4,1,January,2021,44,43,1,2,1,1,0,3,13,13,1,,5,2,3,0,67000,0.6140345,6,6,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378963,1,10,7,4,1,October,2020,42,47,2,1,1,1,1,0,10,12,1,3,1,4,1,0,54499.2,0.1375636,4,6,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379201,7,10,9,9,1,April,2020,64,,2,,1,,0,1,,,1,4,1,1,1,0,30261.2,0.1204902,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379202,7,10,9,9,1,July,2020,65,,2,,1,,0,1,,,1,4,1,1,1,0,38996.2,0.1269559,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379203,7,10,9,9,1,October,2020,65,,2,,1,,0,1,,,1,4,1,1,1,0,30721.2,0.1488356,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379204,7,10,9,9,1,January,2021,65,,2,,1,,0,1,,,1,4,1,1,1,0,13150.8,0.0633993,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379233,3,10,3,5,1,October,2020,34,24,1,2,2,2,0,2,11,11,1,2,3,4,2,0,30345,0.362337,6,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379651,3,10,9,4,1,April,2020,50,42,1,2,1,1,1,1,10,,1,4,1,1,2,0,46301.4,0.4837734,4,6,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379994,1,10,9,4,1,October,2020,42,53,2,1,1,1,1,0,,,1,4,2,4,1,0,1000,0.1129006,5,7,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380231,2,10,2,8,1,April,2020,81,,1,,2,,0,0,,,3,1,1,4,0,0,11107.8,0.2606505,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380232,2,10,2,8,1,July,2020,82,,1,,2,,0,0,,,3,1,1,4,0,0,10711.8,0.2706992,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380233,2,10,2,8,1,October,2020,82,,1,,2,,0,0,,,3,1,1,4,0,0,11584.2,0.2857449,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380234,2,10,2,8,1,January,2021,82,,1,,2,,0,0,,,3,1,1,4,0,0,12128.4,0.2909958,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382372,3,10,2,8,1,April,2020,73,,2,,1,,0,1,,,2,1,2,1,1,0,34735,0.3902558,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382373,3,10,2,8,1,July,2020,73,,2,,1,,0,1,,,2,1,2,1,1,0,34735,0.403836,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382374,2,10,2,8,1,October,2020,73,,2,,1,,0,1,,,2,1,2,1,1,0,16195,0.2416817,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383161,4,10,4,8,1,April,2020,87,,1,,1,,0,1,,,2,2,2,2,1,0,58063.8,0.559808,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383652,2,10,9,8,1,April,2020,77,,2,,1,,0,0,,,2,4,2,4,0,0,15235,0.2066727,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384612,5,10,,4,1,July,2020,58,50,1,2,1,1,1,1,10,13,1,,5,1,2,0,111536.6,0.752584,4,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384614,3,10,,4,1,January,2021,59,51,1,2,1,1,1,1,10,,1,,5,1,2,0,30000,0.3616982,4,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385163,4,10,9,8,1,April,2020,46,,1,,1,,0,2,1,,5,4,1,4,2,0,60000,0.5683775,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385164,5,10,9,4,1,July,2020,46,46,1,2,1,1,0,2,10,,1,4,1,4,2,0,93000,0.7331176,5,6,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385752,5,10,4,1,1,July,2020,81,75,1,2,1,3,2,0,,,1,2,2,2,2,0,92030,0.731102,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385753,5,10,4,1,1,October,2020,82,75,1,2,1,3,2,0,,,1,2,2,2,2,0,92030,0.7392734,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385754,4,10,4,1,1,January,2021,81,75,1,2,1,3,2,0,,,1,2,2,2,2,0,67716,0.6175863,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386474,3,10,7,1,1,April,2020,55,62,1,2,2,2,1,0,12,,1,3,1,1,1,0,41245,0.4442616,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388921,2,10,9,7,1,April,2020,24,,2,,4,,0,0,10,,5,4,3,4,0,0,17484.4,0.2239897,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388922,2,10,9,7,1,July,2020,24,,2,,4,,0,0,10,,5,4,3,4,0,0,17611.6,0.2308842,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388923,2,10,9,7,1,October,2020,24,,2,,4,,0,0,10,,5,4,3,4,0,0,17602.8,0.2514778,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388924,2,10,9,7,1,January,2021,24,,2,,4,,0,0,10,,5,4,3,4,0,0,19041,0.2659508,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
