NEWID,Income Class,Education,Division,Family Type,Area Type,QINTRVMO,QINTRVYR,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,NUM_AUTO,NUM_TVAN,OCCUCOD1,OCCUCOD2,MARITAL1,REGION,POPSIZE,CUTENURE,VEHQ,VEHQL,FINCBTXM,INC_RANK,FAM_SIZE,CHILDAGE,PERSLT18,PERSOT64,AS_COMP1,AS_COMP2,AS_COMP3,AS_COMP4,AS_COMP5,FOODCQ,FDAWAYCQ,ALCBEVCQ,RENDWECQ,ALLFULCQ,BBYDAYCQ,TEXTILCQ,FURNTRCQ,APPARCQ,MENBOYCQ,MENSIXCQ,BOYFIFCQ,GRLFIFCQ,CHLDRNCQ,FOOTWRCQ,OTHAPLCQ,TRANSCQ,CARTKNCQ,CARTKUCQ,GASMOCQ,PUBTRACQ,ENTERTCQ,PETTOYCQ,PERSCACQ,READCQ,TOTEXPCQ
4391812,6,13,,4,1,July,2020,44,43,1,2,1,1,1,1,1,3,1,,5,1,3,0,200491.8,0.9361633,4,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391813,6,13,,4,1,October,2020,45,44,1,2,1,1,1,1,1,3,1,,5,1,3,0,200176.6,0.9363179,4,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4391814,6,13,,4,1,January,2021,45,44,1,2,1,1,1,1,1,3,1,,5,1,3,0,233688.6,0.9521354,4,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4392131,3,13,7,8,1,May,2020,68,,1,,1,,0,1,10,,2,3,1,1,1,0,39541,0.430841,1,0,0,1,1,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,16,0,0,0,0,0,1581.5833
4392132,3,13,7,8,1,August,2020,69,,1,,1,,0,1,10,,2,3,1,1,1,0,39541,0.445643,1,0,0,1,1,0,0,0,0,121.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,10,0,30,0,0,0,1698.9167
4392133,3,13,7,8,1,November,2020,69,,1,,1,,0,1,10,,2,3,1,1,1,0,39541,0.4538265,1,0,0,1,1,0,0,0,0,238.3333,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,12,0,0,0,0,0,1554.9167
4392134,2,13,7,8,1,February,2021,69,,1,,1,,0,1,6,,2,3,1,1,1,0,23632,0.303676,1,0,0,1,1,0,0,0,0,195,21.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,1104.8334
4392231,5,13,5,1,1,May,2020,32,33,2,1,1,1,1,0,4,11,1,3,2,4,1,0,100600,0.7576956,2,0,0,0,1,1,0,0,0,520,86.6667,2,1419.6667,0,0,0,0,0,0,0,0,0,0,0,0,399.6667,0,0,102,102,147,25,0,0,4744.75
4392232,5,13,5,1,1,August,2020,32,33,2,1,1,1,1,1,4,11,1,3,2,4,2,0,100600,0.7646149,2,0,0,0,1,1,0,0,0,433.3333,108.3333,301,1375,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,40,0,273,166,50,16,3822.75
4392233,5,13,5,1,1,November,2020,32,34,2,1,1,1,2,1,4,11,1,3,2,4,3,0,100600,0.7747762,2,0,0,0,1,1,0,0,0,543.3333,230,0,1383.3333,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,176,0,417,270,33.3333,16,3937.0834
4392234,4,13,5,1,1,February,2021,33,34,2,1,1,1,1,1,1,11,1,3,2,4,2,0,55310,0.556051,2,0,0,0,1,1,0,0,0,698.3333,391.6667,0,1408,0,0,0,0,150,140,140,0,0,0,0,0,1145,0,0,165,500,402,185,6.6667,0,6123.6667
4392272,1,13,5,8,1,August,2020,54,,2,,1,,0,1,5,,1,3,2,1,1,0,5500,0.1474324,1,0,0,0,0,1,0,0,0,1256.6667,433.3333,280,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,360,0,243,0,66.6667,0,14650.25
4392273,2,13,5,8,1,November,2020,54,,2,,1,,0,1,5,,1,3,2,1,1,0,5500,0.1716089,1,0,0,0,0,1,0,0,0,996.6667,433.3333,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,300,0,110,0,70,0,8890.5833
4392274,3,13,5,8,1,February,2021,54,,2,,1,,0,1,5,,1,3,2,1,1,0,44000,0.4783835,1,0,0,0,0,1,0,0,0,975,433.3333,175,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,40,0,101,0,80,0,8944.4167
4392311,1,13,,1,2,May,2020,60,66,1,2,1,1,0,1,7,,1,4,5,2,2,0,35077.4,0.1503196,2,0,0,1,1,1,0,0,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,9,0,16.6667,0,2405.2288
4392312,1,13,,1,2,August,2020,60,66,1,2,1,1,0,1,7,,1,4,5,2,2,0,25225,0.1566551,2,0,0,1,1,1,0,0,0,845,433.3333,0,0,510,0,0,0,0,0,0,0,0,0,0,0,223,0,0,150,0,9,0,0,0,2547.5
4392313,2,13,,1,2,November,2020,61,66,1,2,1,1,0,1,7,,1,4,5,2,2,0,39187.8,0.182459,2,0,0,1,1,1,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,200,0,9,0,0,0,2768.0664
4392314,7,13,,1,2,February,2021,61,67,1,2,1,1,0,1,7,,1,4,5,2,2,0,35925.8,0.1672834,2,0,0,1,1,1,0,0,0,433.3333,86.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,250,0,8,0,0,0,2046.7667
4392334,7,13,5,8,1,February,2021,60,,2,,1,,1,0,4,,5,3,2,2,1,0,11707,0.077815,1,0,0,0,0,1,0,0,0,260,21.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,1121.4
4392471,2,13,,8,2,May,2020,77,,2,,1,,2,0,,,3,1,5,2,2,0,17630,0.2286429,1,0,0,1,0,1,0,0,0,254.3333,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,954.6667
4392473,2,13,,8,2,November,2020,77,,2,,1,,2,0,,,3,1,5,2,2,0,17630,0.2561974,1,0,0,1,0,1,0,0,0,390,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,415,0,0,30,0,369,300,0,0,2919.3333
4392631,3,13,5,1,1,May,2020,69,64,1,2,2,2,1,2,,,1,3,4,2,5,0,33186,0.3762167,2,0,0,1,1,1,0,0,0,325,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,16.6667,1202,0,0,250,0,43,0,23.3333,0,4695
4392632,3,13,5,1,1,August,2020,70,64,1,2,2,2,1,2,,,1,3,4,2,5,0,33306.2,0.388847,2,0,0,1,1,1,0,0,0,520,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,125,0,334,0,35,0,4318
4392633,3,13,5,1,1,November,2020,70,65,1,2,2,2,1,2,,,1,3,4,2,5,0,33364.6,0.3979821,2,0,0,2,1,1,0,0,0,1300,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,210,0,334,0,80,0,5421
4392671,5,13,4,1,1,May,2020,36,32,1,2,1,1,0,2,11,2,1,2,3,1,2,0,100000,0.7525522,2,0,0,0,1,1,0,0,0,1040,130,20,0,0,0,0,1028,165,0,0,0,0,0,165,0,270.3333,0,0,238.3333,0,27,0,0,0,6167.1666
4392672,5,13,4,1,1,August,2020,36,33,1,2,1,1,0,2,11,2,1,2,3,1,2,0,100000,0.755411,2,0,0,0,1,1,0,0,0,585,173.3333,0,0,0,0,0,0,17,17,17,0,0,0,0,0,487,0,0,240,0,100,0,0,0,4060.8333
4392673,5,13,4,1,1,November,2020,36,33,1,2,1,1,1,2,11,2,1,2,3,1,3,0,100000,0.7692267,2,0,0,0,1,1,0,0,0,216.6667,65,10,0,0,0,0,0,15,15,15,0,0,0,0,0,199,0,0,80,0,26,0,0,0,4263.1666
4392674,4,13,4,1,1,February,2021,37,33,1,2,1,1,1,2,11,2,1,2,3,1,3,0,74500,0.6534614,2,0,0,0,1,1,0,0,0,693.3333,173.3333,0,0,0,0,0,0,45,45,45,0,0,0,0,0,1299,0,0,120,0,19,0,0,0,6505.9167
4392811,3,13,6,8,1,May,2020,65,,2,,1,,0,1,,,3,3,2,2,1,0,19627,0.4166056,1,0,0,1,0,1,0,0,0,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,82,15,0,0,1049.3333
4392812,3,13,6,8,1,August,2020,65,,2,,1,,0,1,,,3,3,2,2,1,0,18967,0.4320874,1,0,0,1,0,1,0,0,0,281.6667,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,40,0,85,0,0,0,1186.6667
4392813,3,13,6,8,1,November,2020,65,,2,,1,,0,1,,,3,3,2,2,1,0,19307.8,0.4437562,1,0,0,1,0,1,0,0,0,303.3333,86.6667,0,0,0,0,0,0,35,0,0,0,0,0,35,0,120,0,0,120,0,57,0,0,0,8301.3333
4392814,2,13,6,8,1,February,2021,65,,2,,1,,0,1,,,3,3,2,2,1,0,23498,0.3017597,1,0,0,1,0,1,0,0,0,260,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,91,0,0,0,1056.3333
4392902,6,13,3,9,1,August,2020,30,,1,,4,,1,0,1,,5,2,1,1,1,0,145071,0.8671221,2,0,0,0,1,1,0,0,0,186.3333,56.3333,40,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,89,0,0,0,3275.0834
4392904,6,13,3,9,1,February,2021,41,,1,,4,,1,0,1,,3,2,1,1,1,0,142244.2,0.8394412,2,0,0,0,1,1,0,0,0,186.3333,56.3333,40,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,89,0,0,0,3236.4834
4392914,1,13,1,8,1,May,2020,65,,2,,1,,0,0,,,5,1,3,4,0,0,965,0.0925534,1,0,0,1,0,1,0,0,0,173.3333,43.3333,0,285.3333,0,0,0,0,12.6667,0,0,0,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,719.6667
4393371,2,13,9,9,1,May,2020,26,,1,,1,,0,0,14,,5,4,1,2,0,0,12908.2,0.2783826,2,0,0,1,1,1,0,0,0,325,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,160,0,0,0,0,0,1079.75
4393443,5,13,9,5,1,August,2020,26,27,1,2,1,1,1,1,15,,1,4,2,4,2,0,91103,0.7271003,4,1,2,0,1,1,1,0,1,1324,613.3333,25,1627.6667,0,0,0,65,92,21,21,0,0,51,0,0,842,0,0,280,535.6667,217,95,13.3333,16,6715.9167
4393444,4,13,9,5,1,November,2020,26,28,1,2,1,1,1,1,15,,1,4,2,4,2,0,61280.4,0.5591488,4,1,2,0,1,1,1,0,1,840.6667,216.6667,50,2695,0,0,40,0,50,0,0,0,0,0,50,0,382,0,0,240,0,203,120,40,0,6949.8167
4393491,4,13,8,8,1,May,2020,70,,1,,1,,0,1,11,,3,4,3,1,1,0,68335,0.6099908,1,0,0,1,1,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,150,0,11.6667,0,2041.6667
4393492,4,13,8,8,1,August,2020,70,,1,,1,,0,1,11,,3,4,3,1,1,0,68335,0.6314747,1,0,0,1,1,0,0,0,0,225.3333,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,0,150,0,12,0,2085.6667
4393493,4,13,8,8,1,November,2020,70,,1,,1,,0,1,11,,3,4,3,1,1,0,68335,0.6330864,1,0,0,1,1,0,0,0,0,411.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,150,0,98,0,15,0,2055
4393494,4,13,8,8,1,February,2021,70,,1,,1,,0,1,11,,3,4,3,1,1,0,66182,0.6110369,1,0,0,1,1,0,0,0,0,238.3333,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,0,116,0,15,0,3182.4167
4393531,6,13,9,5,1,May,2020,37,36,1,2,4,4,5,2,1,6,1,4,4,1,8,0,234655.8,0.9546692,6,6,1,0,2,3,1,0,0,1473.3333,173.3333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,0,0,930,16.6667,387,40,26.6667,20,9748.6667
4393532,6,13,9,5,1,August,2020,37,36,1,2,4,4,5,2,1,6,1,4,4,1,8,0,226908.6,0.9533442,6,6,1,0,2,3,1,0,0,730,0,70,0,0,0,0,0,44,0,0,0,0,0,44,0,3022,0,0,428,0,164.3333,0,23.3333,0,9184.9166
4393642,2,13,3,8,1,August,2020,69,,2,,1,,1,0,,,3,2,2,4,1,0,16135,0.220963,1,0,0,1,0,1,0,0,0,99.6667,0,0,260,0,0,0,5,11,0,0,0,0,0,0,0,20,0,0,20,0,96,0,0,0,1012.6667
4393643,2,13,3,8,1,November,2020,69,,2,,1,,1,0,,,3,2,2,4,1,0,16135,0.2409899,1,0,0,1,0,1,0,0,0,130,0,0,390,0,0,21,0,0,0,0,0,0,0,0,0,75,0,0,20,0,99,0,0,0,1233
4393644,2,13,3,8,1,February,2021,69,,2,,1,,1,0,,,3,2,2,4,1,0,16722,0.2383432,1,0,0,1,0,1,0,0,0,195,0,3,390,0,0,0,0,11,0,0,0,0,0,0,0,25,0,0,25,0,101,0,0,0,1352.3333
4393671,3,13,5,8,1,May,2020,87,,2,,1,,1,0,,,3,3,2,2,1,0,34120.2,0.3869286,1,0,0,1,0,1,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,80,0,1504.3333
4393672,3,13,5,8,1,August,2020,87,,2,,1,,1,0,,,3,3,2,2,1,0,34256,0.4002837,1,0,0,1,0,1,0,0,0,173.3333,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,70,0,1595.3333
4393673,3,13,5,8,1,November,2020,87,,2,,1,,1,0,,,3,3,2,2,1,0,33966,0.4103562,1,0,0,1,0,1,0,0,0,303.3333,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,108,0,0,20,0,30,30,78.6667,0,2028.3333
4393674,2,13,5,8,1,February,2021,87,,2,,1,,1,0,,,3,3,2,2,1,0,24393,0.3182819,1,0,0,1,0,1,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,60,0,3148.3333
4393803,2,13,,9,2,August,2020,75,,2,,1,,0,1,,,2,1,5,1,2,0,16510,0.2256896,3,7,1,1,0,2,0,1,0,563.3333,86.6667,0,0,250,0,0,0,70,0,0,0,45,0,25,0,80,0,0,80,0,360,0,31,0,2640
4393804,3,13,,9,2,November,2020,75,,2,,1,,0,1,,,2,1,5,1,2,0,26235,0.3378533,3,7,1,1,0,2,0,1,0,294.6667,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,81,0,0,45,0,201,0,41.6667,0,1828
4393841,6,13,8,6,1,May,2020,30,,1,,1,,0,1,3,,5,4,2,1,1,0,245022.1,0.8808445,3,3,2,0,1,0,0,2,0,801.6667,433.3333,18,0,0,0,0,0,200,0,0,0,200,0,0,0,286.6667,0,0,120,11.6667,150,0,0,0,4948.2288
4393844,6,13,8,9,1,February,2021,30,,1,,1,,0,1,3,,5,4,2,1,1,0,271189,0.9165067,4,2,2,0,1,1,0,2,0,671.6667,433.3333,79.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,40,0,152,0,0,0,3670.2667
4394063,3,13,4,7,1,August,2020,30,,2,,1,,0,0,10,,3,2,2,4,0,0,34296,0.4015462,4,4,3,0,0,1,2,1,0,1776.6667,216.6667,20,675,0,200,49,0,432,60,0,60,150,0,50,0,253.3333,0,0,250,0,245,160,6.6667,0,4390.75
4394064,3,13,4,7,1,November,2020,30,,2,,1,,0,0,10,,3,2,2,4,0,0,34000,0.4046119,4,4,3,0,0,1,2,1,0,771.3333,43.3333,20,675,0,0,0,0,329,159,0,159,170,0,0,0,200,0,0,200,0,0,0,0,0,3729.75
4394101,7,13,,8,2,May,2020,67,,2,,1,,1,1,,,2,3,5,1,3,0,23684.4,0.0189363,1,0,0,1,0,1,0,0,0,585,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0,2584
4394243,3,13,9,1,1,November,2020,62,65,1,2,1,1,1,0,11,10,1,4,1,4,1,0,41050.6,0.4710239,2,0,0,1,1,1,0,0,0,256.6667,40,0,1400,0,0,0,0,175,0,0,0,0,0,175,0,486.3333,0,0,125,0,0,0,23.3333,0,2904.8666
4394502,4,13,5,9,1,August,2020,40,,2,,1,,0,4,10,,3,3,3,4,4,0,64500,0.6139307,4,7,1,1,0,3,1,0,0,780,173.3333,60,1386,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,350,0,180,180,0,0,4977.3333
4394503,4,13,5,9,1,November,2020,41,,2,,1,,1,4,10,,3,3,3,4,5,0,64500,0.6160905,4,7,1,1,0,3,1,0,0,806.6667,395,100,1300,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,1020,0,0,0,0,0,5720
4394504,4,13,5,9,1,February,2021,41,,2,,1,,1,3,3,,3,3,3,4,4,0,79818,0.6632304,4,7,1,1,0,3,1,0,0,736.6667,260,20,1320,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,676,0,0,0,36.6667,0,6611.8667
4394512,5,13,8,3,1,August,2020,40,40,1,2,1,1,0,1,10,4,1,4,2,1,1,2,125000,0.8286139,4,5,2,0,2,1,0,1,0,1148.3333,433.3333,300,0,0,0,0,0,107.6667,0,0,0,81,0,0,26.6667,998.6667,0,0,200,33.3333,687.6667,20,20,0,7448.25
4394581,5,13,8,3,1,May,2020,50,67,1,2,4,1,0,2,10,,1,4,2,1,2,0,118896.6,0.78942,3,5,1,1,1,1,1,0,0,866.6667,325,60,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,300,0,67,0,0,0,6036.4666
4394632,5,13,9,1,1,August,2020,69,71,2,1,1,1,1,1,,,1,4,4,2,2,0,60006.8,0.7098118,2,0,0,2,1,1,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,80,0,0,0,0,0,1969
4394642,3,13,4,8,1,August,2020,75,,2,,1,,1,0,3,,3,2,3,4,1,0,34195,0.4004726,1,0,0,1,0,1,0,0,0,471.6667,276.6667,0,600,0,0,158,0,440,24,0,24,74,253,0,0,90,0,0,90,0,65,0,6.6667,0,5818.3333
4394643,3,13,4,8,1,November,2020,75,,2,,1,,1,0,3,,3,2,3,4,1,0,34195,0.4109886,1,0,0,1,0,1,0,0,0,308.3333,200,0,750,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,145,0,40,0,2315.3333
4394644,3,13,4,8,1,February,2021,75,,2,,1,,1,0,3,,3,2,3,4,1,0,34302,0.4029809,1,0,0,1,0,1,0,0,0,403.3333,273.3333,0,800,0,0,0,0,168,119,74,45,6,0,35,0,493.3333,0,0,110,308.3333,130,0,50,30,3490
4394773,2,13,4,7,1,August,2020,33,,2,,2,,1,0,,,5,2,3,4,1,0,16212,0.2233723,4,3,3,0,0,1,1,2,0,424.6667,0,0,0,0,0,0,215,442.3333,101,0,101,218,0,90,33.3333,90,0,0,50,0,22,0,0,0,1640
4394774,2,13,4,7,1,November,2020,33,,2,,2,,1,0,,,5,2,3,4,1,0,11652,0.2040938,4,3,3,0,0,1,1,2,0,541.6667,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,870.6667
4394851,5,13,9,2,1,May,2020,34,31,1,2,1,1,3,1,3,,1,4,4,1,4,0,88212,0.7035012,3,1,1,0,1,1,0,0,1,823.3333,0,300,0,0,0,0,0,52,0,0,0,0,52,0,0,191,0,0,40,0,40,0,0,0,5393.5834
4394852,5,13,9,2,1,August,2020,34,31,1,2,1,1,3,1,3,,1,4,4,1,4,0,88212,0.7196654,3,1,1,0,1,1,0,0,1,969,102.3333,400,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,62,0,90,30,0,0,2427.9167
4394853,5,13,9,2,1,November,2020,34,31,1,2,1,1,3,1,3,,1,4,4,1,4,0,88212,0.7248356,3,1,1,0,1,1,0,1,0,1300,433.3333,350,0,0,0,0,0,546,131,131,0,154,0,50,72,1117,0,0,100,0,153,48,0,0,8113.5834
4394854,5,13,9,2,1,February,2021,34,32,1,2,1,1,2,1,1,,1,4,4,1,3,0,110545,0.7936519,3,1,1,0,1,1,0,1,0,411.6667,86.6667,300,0,0,0,0,0,88,0,0,0,0,52,0,0,107,0,0,50,0,250,0,0,0,5543.6667
4394901,2,13,9,8,1,May,2020,87,,2,,1,,2,0,,,2,4,2,2,2,0,84649.2,0.3305068,1,0,0,1,0,1,0,0,0,332,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,3682
4394902,3,13,9,8,1,August,2020,87,,2,,1,,2,0,,,2,4,2,2,2,0,84649.2,0.3396545,1,0,0,1,0,1,0,0,0,369,86.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,66.6667,0,5853.6667
4394903,3,13,9,8,1,November,2020,87,,2,,1,,2,0,,,2,4,2,2,2,0,43550,0.3510542,1,0,0,1,0,1,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,50,0,0,0,126.6667,0,5633.4167
4394904,2,13,9,8,1,February,2021,87,,2,,1,,2,0,,,2,4,2,2,2,0,26702.4,0.3296031,1,0,0,1,0,1,0,0,0,108.3333,108.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,55,0,0,0,113.3333,0,4439.75
4395024,3,13,5,8,1,February,2021,87,,2,,2,,1,0,,,2,3,1,4,1,0,14265.6,0.3386079,1,0,0,1,0,1,0,0,0,303.3333,0,0,800,0,0,0,0,33,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,1628.6667
4395201,4,13,4,9,1,May,2020,28,,2,,6,,1,1,10,,5,2,2,1,2,0,66500,0.602567,2,0,0,0,1,1,0,0,0,225.6667,95.6667,100,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,100,0,151,0,0,0,3132.5834
4395202,4,13,4,9,1,August,2020,29,,2,,6,,1,1,10,,5,2,2,1,2,0,66500,0.6246446,2,0,0,0,1,1,0,0,0,1045.6667,674,435,0,0,0,0,99,0,0,0,0,0,0,0,0,874,0,0,300,0,197,0,10,0,5431.5834
4395203,4,13,4,9,1,November,2020,29,,2,,6,,1,1,10,,5,2,2,1,2,0,66500,0.6258742,2,0,0,0,1,1,0,0,0,442.3333,269,466,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,200,0,1200,0,26.6667,0,4316.9167
4395204,5,13,4,9,1,February,2021,29,,2,,6,,1,1,10,,5,2,2,1,2,0,82000,0.6918293,2,0,0,0,1,1,0,0,0,487.6667,271,300,0,0,0,0,0,44,0,0,0,0,0,44,0,1199,0,0,220,0,217,0,0,60,5871.4167
4395351,4,13,8,2,1,May,2020,34,34,2,1,1,1,2,0,10,1,1,4,2,1,2,0,74200,0.6414098,3,1,1,0,1,1,0,1,0,693.3333,130,80,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,150,0,574,0,0,0,3218.6667
4395523,5,13,9,4,1,May,2020,74,71,1,2,1,1,1,2,,,1,4,2,1,3,0,94598.2,0.7168351,3,7,0,2,2,1,0,0,0,260,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,418.6667,0,0,110,0,0,0,0,0,2786.7333
4395524,6,13,9,4,1,August,2020,74,71,1,2,1,1,1,2,,,1,4,2,1,3,0,280452.1,0.9262884,3,7,0,2,2,1,0,0,0,303.3333,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,967.3333,0,0,350,0,252,0,11.6667,0,4107.8955
4395541,5,13,3,9,1,May,2020,50,,2,,1,,2,0,1,,3,2,2,1,2,0,123000,0.8210706,2,0,0,0,1,1,0,0,0,303.3333,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,380,0,0,150,0,1010,850,0,0,5043.8334
4395542,5,13,3,9,1,August,2020,50,,2,,1,,2,0,1,,3,2,2,1,2,0,123000,0.8223468,2,0,0,0,1,1,0,0,0,56.3333,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,100,0,660,500,16.6667,0,3783.1667
4395543,6,13,3,9,1,November,2020,50,,2,,1,,2,0,1,,3,2,2,1,2,0,123000,0.8346201,2,0,0,0,1,1,0,0,0,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,520,360,16.6667,0,4090.5
4395544,5,13,3,9,1,February,2021,50,,2,,1,,2,0,1,,3,2,2,1,2,0,123836,0.8265252,2,0,0,0,1,1,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,130,0,350,190,20,0,5006.1667
4395732,2,13,3,8,1,August,2020,73,,1,,1,,0,1,,,3,2,2,2,1,0,14947,0.3265458,1,0,0,1,1,0,0,0,0,424.6667,86.6667,160,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,80,0,5,0,2272.1667
4395734,2,13,3,8,1,February,2021,73,,1,,1,,0,1,,,3,2,2,2,1,0,36587.8,0.2559327,1,0,0,1,1,0,0,0,0,498.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,83,0,18.6667,0,1852.8333
4395752,3,13,3,8,1,August,2020,26,,1,,1,,1,0,7,,5,2,4,4,1,0,32000,0.3739952,1,0,0,0,1,0,0,0,0,411.6667,130,90,1447.3333,0,0,0,0,0,0,0,0,0,0,0,0,120.6667,0,0,70,0,9,0,3.3333,0,2657.6667
4395753,3,13,3,8,1,November,2020,26,,1,,1,,1,0,7,,5,2,4,4,1,0,32000,0.387708,1,0,0,0,1,0,0,0,0,468,173.3333,30,747,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,20,0,78,0,0,0,2527.6667
4395754,3,13,3,8,1,February,2021,26,,1,,1,,1,0,7,,5,2,4,4,1,0,39000,0.4382907,1,0,0,0,1,0,0,0,0,641.3333,390,120,747,0,0,0,0,80,80,80,0,0,0,0,0,20,0,0,20,0,80,0,0,0,2181.6667
4395781,4,13,8,1,1,May,2020,22,21,2,2,1,1,1,1,4,4,1,4,3,4,2,0,50000,0.5100577,2,0,0,0,0,2,0,0,0,216.6667,108.3333,0,0,0,0,0,0,27,27,27,0,0,0,0,0,445,0,0,70,0,0,0,0,0,1376.5834
4395782,4,13,8,1,1,August,2020,22,21,2,2,1,1,1,1,4,4,1,4,3,4,2,0,50000,0.5262568,2,0,0,0,0,2,0,0,0,195,65,0,0,0,0,0,2084,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,3250.9167
4395964,4,13,8,1,1,February,2021,62,58,2,1,1,1,1,0,,10,1,4,2,1,1,0,50000,0.5181447,2,0,0,0,1,1,0,0,0,866.6667,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,400,0,100,80,0,0,5085.75
4396021,7,13,7,1,1,May,2020,36,36,2,1,2,2,1,1,10,10,1,3,4,1,2,0,36687.8,0.0701424,2,0,0,0,1,1,0,0,0,1010.3333,230.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,2675.0333
